% Pose logfile
% 1 	Time (sec)
% 2,3 	X, Y position (m)
% 4 	Heading in radians (m)
% 5 	Tilt angle, if calculated (rad)
1770391830.9416 0.369 0.221 1.0859 -3.0845
1770391830.9472 0.370 0.222 1.0894 -3.0840
1770391830.9515 0.370 0.223 1.0917 -3.0835
1770391830.9573 0.371 0.224 1.0952 -3.0828
1770391830.9617 0.371 0.225 1.0975 -3.0828
1770391830.9672 0.372 0.226 1.0998 -3.0829
1770391830.9719 0.372 0.226 1.1021 -3.0834
1770391830.9772 0.373 0.228 1.1044 -3.0843
1770391830.9819 0.373 0.228 1.1068 -3.0846
1770391830.9866 0.374 0.229 1.1102 -3.0845
1770391830.9921 0.374 0.230 1.1125 -3.0834
1770391830.9967 0.374 0.231 1.1149 -3.0814
1770391831.0022 0.375 0.232 1.1160 -3.0805
1770391831.0065 0.375 0.233 1.1183 -3.0807
1770391831.0120 0.376 0.233 1.1195 -3.0813
1770391831.0165 0.376 0.235 1.1229 -3.0824
1770391831.0219 0.376 0.235 1.1253 -3.0827
1770391831.0275 0.377 0.236 1.1276 -3.0820
1770391831.0317 0.377 0.237 1.1299 -3.0810
1770391831.0372 0.378 0.238 1.1322 -3.0799
1770391831.0417 0.378 0.239 1.1345 -3.0799
1770391831.0472 0.379 0.240 1.1357 -3.0806
1770391831.0516 0.379 0.241 1.1380 -3.0817
1770391831.0570 0.379 0.242 1.1415 -3.0821
1770391831.0615 0.380 0.243 1.1426 -3.0818
1770391831.0670 0.380 0.244 1.1461 -3.0807
1770391831.0724 0.381 0.244 1.1484 -3.0803
1770391831.0769 0.381 0.246 1.1519 -3.0808
1770391831.0824 0.381 0.246 1.1530 -3.0812
1770391831.0868 0.382 0.247 1.1565 -3.0817
1770391831.0922 0.382 0.248 1.1576 -3.0816
1770391831.0967 0.383 0.249 1.1611 -3.0807
1770391831.1022 0.383 0.250 1.1634 -3.0802
1770391831.1066 0.384 0.251 1.1669 -3.0797
1770391831.1121 0.384 0.252 1.1692 -3.0800
1770391831.1166 0.384 0.253 1.1715 -3.0802
1770391831.1221 0.385 0.254 1.1727 -3.0800
1770391831.1275 0.385 0.255 1.1761 -3.0794
1770391831.1318 0.385 0.255 1.1785 -3.0792
1770391831.1374 0.386 0.257 1.1819 -3.0802
1770391831.1418 0.386 0.257 1.1819 -3.0812
1770391831.1475 0.387 0.258 1.1854 -3.0825
1770391831.1517 0.387 0.259 1.1877 -3.0831
1770391831.1572 0.387 0.260 1.1900 -3.0831
1770391831.1616 0.388 0.261 1.1923 -3.0828
1770391831.1671 0.388 0.262 1.1958 -3.0823
1770391831.1716 0.388 0.263 1.1981 -3.0821
1770391831.1770 0.389 0.264 1.2016 -3.0824
1770391831.1816 0.389 0.265 1.2016 -3.0826
1770391831.1871 0.390 0.266 1.2051 -3.0830
1770391831.1925 0.390 0.267 1.2074 -3.0831
1770391831.1970 0.390 0.268 1.2097 -3.0829
1770391831.2024 0.391 0.269 1.2120 -3.0830
1770391831.2069 0.391 0.270 1.2155 -3.0832
1770391831.2123 0.391 0.270 1.2166 -3.0835
1770391831.2166 0.392 0.272 1.2189 -3.0839
1770391831.2222 0.392 0.272 1.2213 -3.0841
1770391831.2268 0.392 0.273 1.2236 -3.0845
1770391831.2323 0.393 0.274 1.2259 -3.0845
1770391831.2367 0.393 0.275 1.2294 -3.0844
1770391831.2422 0.393 0.276 1.2317 -3.0842
1770391831.2466 0.394 0.277 1.2351 -3.0837
1770391831.2520 0.394 0.278 1.2386 -3.0842
1770391831.2575 0.394 0.279 1.2398 -3.0847
1770391831.2618 0.395 0.280 1.2421 -3.0855
1770391831.2674 0.395 0.281 1.2444 -3.0854
1770391831.2718 0.395 0.282 1.2479 -3.0846
1770391831.2772 0.396 0.283 1.2502 -3.0842
1770391831.2827 0.396 0.284 1.2513 -3.0843
1770391831.2871 0.396 0.285 1.2536 -3.0848
1770391831.2927 0.397 0.286 1.2571 -3.0853
1770391831.2972 0.397 0.287 1.2583 -3.0851
1770391831.3027 0.397 0.288 1.2617 -3.0841
1770391831.3071 0.397 0.289 1.2629 -3.0834
1770391831.3125 0.398 0.290 1.2664 -3.0838
1770391831.3170 0.398 0.290 1.2675 -3.0845
1770391831.3225 0.398 0.292 1.2698 -3.0855
1770391831.3280 0.399 0.292 1.2721 -3.0857
1770391831.3323 0.399 0.293 1.2756 -3.0849
1770391831.3378 0.399 0.294 1.2779 -3.0841
1770391831.3433 0.400 0.295 1.2814 -3.0836
1770391831.3478 0.400 0.296 1.2837 -3.0838
1770391831.3533 0.400 0.297 1.2849 -3.0847
1770391831.3577 0.400 0.298 1.2872 -3.0851
1770391831.3631 0.401 0.299 1.2895 -3.0854
1770391831.3676 0.401 0.300 1.2918 -3.0854
1770391831.3730 0.401 0.301 1.2953 -3.0853
1770391831.3775 0.401 0.302 1.2964 -3.0850
1770391831.3829 0.402 0.303 1.2999 -3.0844
1770391831.3875 0.402 0.304 1.3022 -3.0841
1770391831.3928 0.402 0.305 1.3045 -3.0839
1770391831.3983 0.403 0.306 1.3068 -3.0839
1770391831.4029 0.403 0.307 1.3103 -3.0844
1770391831.4082 0.403 0.308 1.3126 -3.0847
1770391831.4127 0.403 0.309 1.3138 -3.0852
1770391831.4182 0.404 0.310 1.3161 -3.0850
1770391831.4226 0.404 0.311 1.3196 -3.0842
1770391831.4280 0.404 0.312 1.3219 -3.0838
1770391831.4324 0.404 0.313 1.3242 -3.0839
1770391831.4379 0.405 0.313 1.3265 -3.0845
1770391831.4433 0.405 0.315 1.3288 -3.0853
1770391831.4479 0.405 0.316 1.3300 -3.0857
1770391831.4533 0.405 0.317 1.3334 -3.0856
1770391831.4576 0.406 0.318 1.3358 -3.0853
1770391831.4631 0.406 0.319 1.3392 -3.0855
1770391831.4677 0.406 0.320 1.3392 -3.0859
1770391831.4732 0.406 0.321 1.3427 -3.0862
1770391831.4777 0.406 0.322 1.3439 -3.0862
1770391831.4832 0.407 0.323 1.3473 -3.0858
1770391831.4876 0.407 0.324 1.3496 -3.0857
1770391831.4930 0.407 0.325 1.3519 -3.0862
1770391831.4975 0.407 0.325 1.3543 -3.0868
1770391831.5029 0.408 0.327 1.3566 -3.0870
1770391831.5074 0.408 0.327 1.3589 -3.0868
1770391831.5128 0.408 0.329 1.3624 -3.0862
1770391831.5183 0.408 0.330 1.3635 -3.0858
1770391831.5228 0.408 0.330 1.3670 -3.0860
1770391831.5281 0.409 0.331 1.3681 -3.0863
1770391831.5326 0.409 0.333 1.3716 -3.0869
1770391831.5380 0.409 0.333 1.3728 -3.0872
1770391831.5425 0.409 0.335 1.3751 -3.0870
1770391831.5480 0.409 0.335 1.3774 -3.0868
1770391831.5534 0.410 0.336 1.3809 -3.0867
1770391831.5579 0.410 0.337 1.3832 -3.0867
1770391831.5633 0.410 0.338 1.3866 -3.0867
1770391831.5678 0.410 0.339 1.3866 -3.0867
1770391831.5733 0.410 0.340 1.3901 -3.0865
1770391831.5779 0.411 0.341 1.3924 -3.0861
1770391831.5829 0.411 0.342 1.3959 -3.0858
1770391831.5875 0.411 0.343 1.3982 -3.0860
1770391831.5932 0.411 0.344 1.3994 -3.0864
1770391831.5974 0.411 0.345 1.4017 -3.0869
1770391831.6031 0.411 0.346 1.4040 -3.0876
1770391831.6076 0.412 0.347 1.4063 -3.0878
1770391831.6130 0.412 0.348 1.4098 -3.0878
1770391831.6177 0.412 0.349 1.4109 -3.0876
1770391831.6233 0.412 0.350 1.4144 -3.0877
1770391831.6279 0.412 0.351 1.4156 -3.0880
1770391831.6333 0.412 0.352 1.4190 -3.0886
1770391831.6379 0.412 0.353 1.4202 -3.0889
1770391831.6426 0.413 0.354 1.4237 -3.0884
1770391831.6481 0.413 0.355 1.4260 -3.0878
1770391831.6526 0.413 0.356 1.4294 -3.0871
1770391831.6575 0.413 0.357 1.4306 -3.0873
1770391831.6632 0.413 0.358 1.4341 -3.0883
1770391831.6677 0.413 0.359 1.4341 -3.0890
1770391831.6731 0.413 0.360 1.4375 -3.0894
1770391831.6778 0.414 0.361 1.4398 -3.0892
1770391831.6833 0.414 0.362 1.4433 -3.0885
1770391831.6881 0.414 0.363 1.4445 -3.0883
1770391831.6926 0.414 0.364 1.4468 -3.0881
1770391831.6983 0.414 0.365 1.4491 -3.0884
1770391831.7026 0.414 0.366 1.4526 -3.0896
1770391831.7082 0.414 0.367 1.4526 -3.0907
1770391831.7126 0.414 0.368 1.4560 -3.0919
1770391831.7182 0.415 0.369 1.4584 -3.0917
1770391831.7228 0.415 0.370 1.4618 -3.0907
1770391831.7281 0.415 0.371 1.4641 -3.0898
1770391831.7328 0.415 0.372 1.4664 -3.0894
1770391831.7385 0.415 0.373 1.4676 -3.0897
1770391831.7429 0.415 0.374 1.4711 -3.0900
1770391831.7478 0.415 0.375 1.4734 -3.0900
1770391831.7531 0.415 0.376 1.4745 -3.0894
1770391831.7577 0.415 0.377 1.4769 -3.0889
1770391831.7633 0.415 0.378 1.4803 -3.0884
1770391831.7685 0.416 0.379 1.4826 -3.0884
1770391831.7732 0.416 0.380 1.4850 -3.0885
1770391831.7778 0.416 0.381 1.4873 -3.0884
1770391831.7829 0.416 0.382 1.4896 -3.0886
1770391831.7879 0.416 0.383 1.4907 -3.0886
1770391831.7933 0.416 0.384 1.4942 -3.0887
1770391831.7982 0.416 0.385 1.4954 -3.0891
1770391831.8028 0.416 0.386 1.4988 -3.0896
1770391831.8083 0.416 0.387 1.5011 -3.0896
1770391831.8126 0.416 0.388 1.5035 -3.0894
1770391831.8182 0.416 0.389 1.5058 -3.0893
1770391831.8225 0.416 0.390 1.5081 -3.0893
1770391831.8280 0.416 0.391 1.5116 -3.0898
1770391831.8335 0.417 0.392 1.5139 -3.0903
1770391831.8381 0.417 0.393 1.5162 -3.0907
1770391831.8431 0.417 0.394 1.5173 -3.0908
1770391831.8485 0.417 0.395 1.5208 -3.0909
1770391831.8529 0.417 0.396 1.5231 -3.0908
1770391831.8584 0.417 0.397 1.5266 -3.0907
1770391831.8630 0.417 0.398 1.5266 -3.0906
1770391831.8686 0.417 0.399 1.5301 -3.0907
1770391831.8730 0.417 0.400 1.5324 -3.0912
1770391831.8785 0.417 0.401 1.5347 -3.0916
1770391831.8828 0.417 0.402 1.5358 -3.0918
1770391831.8881 0.417 0.403 1.5393 -3.0921
1770391831.8937 0.417 0.404 1.5416 -3.0921
1770391831.8982 0.417 0.405 1.5439 -3.0921
1770391831.9036 0.417 0.406 1.5463 -3.0920
1770391831.9081 0.417 0.407 1.5486 -3.0917
1770391831.9135 0.417 0.408 1.5497 -3.0915
1770391831.9181 0.417 0.409 1.5532 -3.0914
1770391831.9237 0.417 0.410 1.5555 -3.0915
1770391831.9281 0.417 0.411 1.5578 -3.0917
1770391831.9336 0.417 0.412 1.5601 -3.0916
1770391831.9380 0.417 0.413 1.5624 -3.0917
1770391831.9434 0.417 0.414 1.5648 -3.0917
1770391831.9479 0.417 0.415 1.5682 -3.0920
1770391831.9534 0.417 0.416 1.5705 -3.0922
1770391831.9578 0.417 0.417 1.5729 -3.0922
1770391831.9634 0.417 0.418 1.5740 -3.0922
1770391831.9688 0.417 0.419 1.5775 -3.0921
1770391831.9733 0.417 0.420 1.5798 -3.0922
1770391831.9788 0.417 0.421 1.5821 -3.0927
1770391831.9831 0.417 0.422 1.5844 -3.0928
1770391831.9887 0.417 0.423 1.5867 -3.0921
1770391831.9931 0.417 0.424 1.5890 -3.0914
1770391831.9987 0.417 0.425 1.5914 -3.0913
1770391832.0043 0.417 0.426 1.5925 -3.0916
1770391832.0086 0.417 0.427 1.5960 -3.0926
1770391832.0142 0.417 0.428 1.5983 -3.0931
1770391832.0188 0.417 0.429 1.6018 -3.0932
1770391832.0233 0.417 0.430 1.6029 -3.0928
1770391832.0287 0.417 0.431 1.6064 -3.0918
1770391832.0341 0.417 0.432 1.6075 -3.0915
1770391832.0386 0.417 0.433 1.6099 -3.0917
1770391832.0440 0.417 0.434 1.6122 -3.0922
1770391832.0485 0.417 0.435 1.6145 -3.0928
1770391832.0540 0.417 0.436 1.6168 -3.0927
1770391832.0584 0.417 0.437 1.6191 -3.0920
1770391832.0638 0.417 0.438 1.6214 -3.0915
1770391832.0683 0.417 0.439 1.6249 -3.0912
1770391832.0739 0.417 0.440 1.6261 -3.0912
1770391832.0783 0.417 0.441 1.6284 -3.0922
1770391832.0839 0.416 0.442 1.6307 -3.0927
1770391832.0893 0.416 0.443 1.6341 -3.0930
1770391832.0938 0.416 0.444 1.6353 -3.0927
1770391832.0985 0.416 0.445 1.6388 -3.0917
1770391832.1040 0.416 0.446 1.6399 -3.0910
1770391832.1086 0.416 0.447 1.6422 -3.0907
1770391832.1140 0.416 0.448 1.6446 -3.0911
1770391832.1193 0.416 0.449 1.6480 -3.0920
1770391832.1237 0.416 0.450 1.6503 -3.0924
1770391832.1288 0.416 0.452 1.6527 -3.0924
1770391832.1333 0.416 0.452 1.6538 -3.0921
1770391832.1391 0.416 0.453 1.6573 -3.0919
1770391832.1436 0.416 0.454 1.6584 -3.0922
1770391832.1491 0.415 0.455 1.6619 -3.0929
1770391832.1534 0.415 0.456 1.6642 -3.0935
1770391832.1590 0.415 0.458 1.6665 -3.0941
1770391832.1634 0.415 0.458 1.6677 -3.0943
1770391832.1689 0.415 0.459 1.6712 -3.0941
1770391832.1734 0.415 0.460 1.6723 -3.0939
1770391832.1792 0.415 0.462 1.6758 -3.0939
1770391832.1836 0.415 0.462 1.6769 -3.0942
1770391832.1890 0.415 0.463 1.6804 -3.0948
1770391832.1935 0.415 0.464 1.6816 -3.0952
1770391832.1990 0.414 0.466 1.6850 -3.0954
1770391832.2035 0.414 0.466 1.6862 -3.0952
1770391832.2089 0.414 0.467 1.6897 -3.0949
1770391832.2143 0.414 0.468 1.6908 -3.0950
1770391832.2188 0.414 0.469 1.6931 -3.0954
1770391832.2242 0.414 0.470 1.6954 -3.0960
1770391832.2288 0.414 0.471 1.6978 -3.0967
1770391832.2342 0.414 0.472 1.7001 -3.0969
1770391832.2387 0.413 0.473 1.7024 -3.0968
1770391832.2441 0.413 0.474 1.7047 -3.0968
1770391832.2485 0.413 0.475 1.7070 -3.0969
1770391832.2541 0.413 0.476 1.7093 -3.0972
1770391832.2585 0.413 0.477 1.7128 -3.0980
1770391832.2640 0.413 0.478 1.7140 -3.0987
1770391832.2685 0.413 0.479 1.7174 -3.0996
1770391832.2739 0.413 0.480 1.7197 -3.0997
1770391832.2794 0.412 0.481 1.7220 -3.0989
1770391832.2838 0.412 0.482 1.7244 -3.0977
1770391832.2892 0.412 0.483 1.7267 -3.0961
1770391832.2937 0.412 0.484 1.7290 -3.0955
1770391832.2993 0.412 0.485 1.7313 -3.0950
1770391832.3037 0.412 0.486 1.7336 -3.0947
1770391832.3090 0.411 0.487 1.7348 -3.0949
1770391832.3135 0.411 0.488 1.7371 -3.0950
1770391832.3190 0.411 0.489 1.7394 -3.0954
1770391832.3236 0.411 0.490 1.7417 -3.0957
1770391832.3289 0.411 0.491 1.7452 -3.0959
1770391832.3344 0.411 0.492 1.7475 -3.0957
1770391832.3390 0.410 0.493 1.7486 -3.0955
1770391832.3434 0.410 0.494 1.7510 -3.0953
1770391832.3490 0.410 0.495 1.7544 -3.0951
1770391832.3534 0.410 0.496 1.7567 -3.0953
1770391832.3591 0.410 0.497 1.7591 -3.0958
1770391832.3635 0.410 0.497 1.7602 -3.0963
1770391832.3690 0.409 0.499 1.7648 -3.0969
1770391832.3736 0.409 0.499 1.7660 -3.0967
1770391832.3791 0.409 0.501 1.7695 -3.0954
1770391832.3837 0.409 0.502 1.7706 -3.0944
1770391832.3891 0.409 0.503 1.7729 -3.0938
1770391832.3936 0.408 0.503 1.7753 -3.0940
1770391832.3992 0.408 0.505 1.7776 -3.0951
1770391832.4037 0.408 0.505 1.7799 -3.0958
1770391832.4093 0.408 0.507 1.7833 -3.0960
1770391832.4137 0.407 0.508 1.7845 -3.0957
1770391832.4194 0.407 0.509 1.7880 -3.0952
1770391832.4239 0.407 0.509 1.7891 -3.0950
1770391832.4294 0.407 0.511 1.7926 -3.0953
1770391832.4339 0.407 0.511 1.7938 -3.0956
1770391832.4393 0.406 0.513 1.7972 -3.0959
1770391832.4439 0.406 0.513 1.7995 -3.0958
1770391832.4494 0.406 0.515 1.8030 -3.0957
1770391832.4538 0.406 0.515 1.8042 -3.0955
1770391832.4594 0.405 0.517 1.8076 -3.0955
1770391832.4638 0.405 0.517 1.8088 -3.0954
1770391832.4695 0.405 0.518 1.8123 -3.0953
1770391832.4740 0.405 0.519 1.8134 -3.0951
1770391832.4785 0.404 0.520 1.8169 -3.0952
1770391832.4840 0.404 0.521 1.8192 -3.0955
1770391832.4895 0.404 0.522 1.8204 -3.0962
1770391832.4942 0.404 0.523 1.8227 -3.0965
1770391832.4987 0.403 0.524 1.8261 -3.0965
1770391832.5043 0.403 0.525 1.8285 -3.0964
1770391832.5087 0.403 0.526 1.8319 -3.0967
1770391832.5141 0.403 0.527 1.8331 -3.0971
1770391832.5187 0.402 0.528 1.8354 -3.0977
1770391832.5243 0.402 0.529 1.8377 -3.0980
1770391832.5292 0.402 0.530 1.8412 -3.0986
1770391832.5341 0.402 0.531 1.8423 -3.0991
1770391832.5387 0.401 0.532 1.8458 -3.0996
1770391832.5442 0.401 0.533 1.8481 -3.0995
1770391832.5490 0.401 0.534 1.8516 -3.0989
1770391832.5536 0.401 0.535 1.8516 -3.0985
1770391832.5591 0.400 0.536 1.8551 -3.0982
1770391832.5638 0.400 0.537 1.8562 -3.0983
1770391832.5693 0.400 0.538 1.8597 -3.0986
1770391832.5739 0.399 0.539 1.8608 -3.0987
1770391832.5787 0.399 0.540 1.8643 -3.0987
1770391832.5843 0.399 0.541 1.8666 -3.0987
1770391832.5889 0.398 0.542 1.8701 -3.0991
1770391832.5951 0.398 0.543 1.8712 -3.1001
1770391832.5996 0.398 0.544 1.8736 -3.1008
1770391832.6045 0.398 0.545 1.8770 -3.1007
1770391832.6088 0.397 0.546 1.8793 -3.1002
1770391832.6147 0.397 0.547 1.8817 -3.0990
1770391832.6211 0.397 0.547 1.8828 -3.0986
1770391832.6247 0.396 0.549 1.8863 -3.0991
1770391832.6291 0.396 0.549 1.8886 -3.0997
1770391832.6339 0.396 0.550 1.8909 -3.1004
1770391832.6394 0.395 0.551 1.8921 -3.1000
1770391832.6439 0.395 0.552 1.8955 -3.0989
1770391832.6488 0.395 0.553 1.8978 -3.0984
1770391832.6545 0.394 0.554 1.9013 -3.0985
1770391832.6592 0.394 0.555 1.9025 -3.0992
1770391832.6646 0.394 0.556 1.9048 -3.1005
1770391832.6690 0.394 0.557 1.9071 -3.1008
1770391832.6745 0.393 0.558 1.9106 -3.1000
1770391832.6799 0.393 0.559 1.9129 -3.0992
1770391832.6844 0.392 0.560 1.9140 -3.0984
1770391832.6898 0.392 0.561 1.9164 -3.0983
1770391832.6952 0.392 0.562 1.9198 -3.0988
1770391832.6998 0.392 0.562 1.9210 -3.0994
1770391832.7051 0.391 0.564 1.9244 -3.1002
1770391832.7096 0.391 0.564 1.9256 -3.1003
1770391832.7149 0.390 0.566 1.9291 -3.0999
1770391832.7194 0.390 0.566 1.9314 -3.0995
1770391832.7250 0.390 0.568 1.9337 -3.0989
1770391832.7303 0.389 0.568 1.9360 -3.0987
1770391832.7349 0.389 0.569 1.9395 -3.0987
1770391832.7403 0.389 0.570 1.9406 -3.0987
1770391832.7447 0.388 0.571 1.9430 -3.0983
1770391832.7501 0.388 0.572 1.9453 -3.0981
1770391832.7545 0.388 0.573 1.9476 -3.0981
1770391832.7600 0.387 0.574 1.9499 -3.0983
1770391832.7644 0.387 0.575 1.9534 -3.0988
1770391832.7698 0.386 0.576 1.9557 -3.0991
1770391832.7743 0.386 0.577 1.9580 -3.0993
1770391832.7800 0.386 0.578 1.9603 -3.0993
1770391832.7846 0.385 0.579 1.9626 -3.0991
1770391832.7895 0.385 0.579 1.9638 -3.0991
1770391832.7952 0.384 0.580 1.9672 -3.0993
1770391832.7998 0.384 0.581 1.9696 -3.0996
1770391832.8044 0.384 0.582 1.9730 -3.0999
1770391832.8098 0.383 0.583 1.9742 -3.0998
1770391832.8154 0.383 0.584 1.9765 -3.0996
1770391832.8199 0.383 0.585 1.9788 -3.0996
1770391832.8244 0.382 0.586 1.9823 -3.1000
1770391832.8300 0.382 0.587 1.9846 -3.1000
1770391832.8353 0.381 0.588 1.9881 -3.0992
1770391832.8397 0.381 0.589 1.9892 -3.0984
1770391832.8452 0.380 0.590 1.9915 -3.0975
1770391832.8496 0.380 0.590 1.9927 -3.0974
1770391832.8552 0.380 0.591 1.9950 -3.0983
1770391832.8596 0.379 0.592 1.9973 -3.0989
1770391832.8651 0.379 0.593 2.0008 -3.0991
1770391832.8695 0.379 0.594 2.0031 -3.0986
1770391832.8750 0.378 0.595 2.0066 -3.0979
1770391832.8795 0.378 0.596 2.0066 -3.0977
1770391832.8850 0.377 0.597 2.0100 -3.0983
1770391832.8894 0.377 0.598 2.0123 -3.0991
1770391832.8948 0.376 0.599 2.0147 -3.0998
1770391832.8994 0.376 0.599 2.0158 -3.0996
1770391832.9048 0.375 0.600 2.0193 -3.0987
1770391832.9102 0.375 0.601 2.0216 -3.0985
1770391832.9147 0.375 0.602 2.0239 -3.0986
1770391832.9201 0.374 0.603 2.0262 -3.0989
1770391832.9246 0.374 0.604 2.0297 -3.0989
1770391832.9300 0.373 0.605 2.0320 -3.0986
1770391832.9344 0.373 0.606 2.0355 -3.0980
1770391832.9399 0.372 0.607 2.0355 -3.0979
1770391832.9453 0.372 0.608 2.0401 -3.0979
1770391832.9499 0.372 0.608 2.0413 -3.0981
1770391832.9548 0.371 0.610 2.0447 -3.0989
1770391832.9603 0.371 0.610 2.0459 -3.0995
1770391832.9649 0.370 0.611 2.0482 -3.0999
1770391832.9702 0.370 0.612 2.0505 -3.1001
1770391832.9747 0.369 0.613 2.0528 -3.0997
1770391832.9801 0.369 0.614 2.0551 -3.0994
1770391832.9847 0.368 0.615 2.0574 -3.0994
1770391832.9902 0.368 0.616 2.0586 -3.1000
1770391832.9946 0.367 0.617 2.0621 -3.1012
1770391833.0003 0.367 0.617 2.0644 -3.1016
1770391833.0047 0.366 0.618 2.0678 -3.1011
1770391833.0101 0.366 0.619 2.0702 -3.1003
1770391833.0146 0.365 0.620 2.0725 -3.0994
1770391833.0201 0.365 0.621 2.0748 -3.0995
1770391833.0246 0.364 0.622 2.0783 -3.1007
1770391833.0300 0.364 0.623 2.0783 -3.1016
1770391833.0345 0.363 0.624 2.0817 -3.1020
1770391833.0399 0.363 0.624 2.0829 -3.1016
1770391833.0447 0.362 0.625 2.0864 -3.1011
1770391833.0501 0.362 0.626 2.0887 -3.1012
1770391833.0546 0.361 0.627 2.0910 -3.1019
1770391833.0601 0.361 0.628 2.0921 -3.1024
1770391833.0646 0.360 0.629 2.0956 -3.1025
1770391833.0702 0.360 0.630 2.0979 -3.1023
1770391833.0746 0.359 0.631 2.1002 -3.1019
1770391833.0802 0.359 0.631 2.1025 -3.1020
1770391833.0846 0.358 0.632 2.1060 -3.1026
1770391833.0899 0.358 0.633 2.1060 -3.1033
1770391833.0945 0.357 0.634 2.1095 -3.1039
1770391833.1014 0.357 0.635 2.1118 -3.1037
1770391833.1048 0.356 0.636 2.1141 -3.1030
1770391833.1102 0.356 0.636 2.1164 -3.1029
1770391833.1146 0.355 0.637 2.1187 -3.1031
1770391833.1204 0.355 0.638 2.1210 -3.1033
1770391833.1249 0.354 0.639 2.1245 -3.1029
1770391833.1305 0.354 0.640 2.1257 -3.1022
1770391833.1349 0.353 0.641 2.1291 -3.1011
1770391833.1404 0.353 0.641 2.1303 -3.1010
1770391833.1448 0.352 0.642 2.1326 -3.1019
1770391833.1504 0.352 0.643 2.1349 -3.1028
1770391833.1549 0.351 0.644 2.1384 -3.1033
1770391833.1604 0.351 0.645 2.1395 -3.1027
1770391833.1649 0.350 0.646 2.1430 -3.1010
1770391833.1702 0.350 0.646 2.1442 -3.1005
1770391833.1747 0.349 0.647 2.1476 -3.1009
1770391833.1799 0.349 0.648 2.1488 -3.1017
1770391833.1861 0.348 0.649 2.1511 -3.1030
1770391833.1895 0.348 0.650 2.1534 -3.1036
1770391833.1955 0.347 0.651 2.1557 -3.1037
1770391833.2002 0.346 0.652 2.1580 -3.1036
1770391833.2046 0.346 0.653 2.1615 -3.1032
1770391833.2099 0.345 0.653 2.1638 -3.1029
1770391833.2145 0.344 0.654 2.1661 -3.1028
1770391833.2199 0.344 0.655 2.1673 -3.1029
1770391833.2255 0.343 0.656 2.1708 -3.1028
1770391833.2300 0.343 0.656 2.1731 -3.1026
1770391833.2354 0.342 0.657 2.1765 -3.1023
1770391833.2399 0.342 0.658 2.1789 -3.1022
1770391833.2453 0.341 0.659 2.1812 -3.1023
1770391833.2498 0.341 0.660 2.1835 -3.1027
1770391833.2553 0.340 0.661 2.1858 -3.1033
1770391833.2598 0.340 0.661 2.1881 -3.1036
1770391833.2652 0.339 0.662 2.1916 -3.1035
1770391833.2706 0.338 0.663 2.1927 -3.1035
1770391833.2753 0.338 0.664 2.1950 -3.1035
1770391833.2807 0.337 0.665 2.1985 -3.1038
1770391833.2851 0.337 0.666 2.2008 -3.1044
1770391833.2904 0.336 0.667 2.2031 -3.1053
1770391833.2952 0.335 0.667 2.2055 -3.1056
1770391833.3006 0.335 0.668 2.2089 -3.1052
1770391833.3050 0.334 0.669 2.2101 -3.1042
1770391833.3105 0.334 0.670 2.2124 -3.1034
1770391833.3151 0.333 0.670 2.2135 -3.1036
1770391833.3206 0.332 0.671 2.2170 -3.1046
1770391833.3252 0.332 0.672 2.2193 -3.1055
1770391833.3305 0.331 0.673 2.2228 -3.1063
1770391833.3351 0.331 0.674 2.2251 -3.1064
1770391833.3405 0.330 0.674 2.2274 -3.1066
1770391833.3450 0.329 0.675 2.2286 -3.1068
1770391833.3505 0.329 0.676 2.2309 -3.1068
1770391833.3561 0.328 0.677 2.2332 -3.1064
1770391833.3604 0.327 0.678 2.2367 -3.1056
1770391833.3660 0.327 0.678 2.2378 -3.1051
1770391833.3704 0.326 0.679 2.2401 -3.1061
1770391833.3772 0.326 0.680 2.2425 -3.1075
1770391833.3812 0.325 0.681 2.2459 -3.1094
1770391833.3857 0.324 0.681 2.2482 -3.1096
1770391833.3907 0.324 0.682 2.2517 -3.1077
1770391833.3955 0.323 0.683 2.2529 -3.1058
1770391833.4009 0.322 0.684 2.2552 -3.1041
1770391833.4055 0.322 0.684 2.2563 -3.1045
1770391833.4109 0.321 0.685 2.2586 -3.1052
1770391833.4155 0.321 0.686 2.2598 -3.1058
1770391833.4209 0.320 0.687 2.2633 -3.1054
1770391833.4263 0.320 0.687 2.2656 -3.1047
1770391833.4308 0.319 0.688 2.2702 -3.1039
1770391833.4362 0.318 0.689 2.2714 -3.1039
1770391833.4406 0.317 0.690 2.2737 -3.1043
1770391833.4461 0.317 0.690 2.2748 -3.1047
1770391833.4504 0.316 0.691 2.2783 -3.1051
1770391833.4560 0.316 0.692 2.2806 -3.1050
1770391833.4604 0.315 0.693 2.2841 -3.1047
1770391833.4661 0.314 0.694 2.2852 -3.1046
1770391833.4704 0.313 0.695 2.2899 -3.1050
1770391833.4760 0.313 0.695 2.2922 -3.1053
1770391833.4803 0.312 0.696 2.2956 -3.1057
1770391833.4858 0.312 0.697 2.2956 -3.1055
1770391833.4913 0.311 0.698 2.2991 -3.1048
1770391833.4956 0.310 0.698 2.3014 -3.1047
1770391833.5003 0.309 0.699 2.3049 -3.1054
1770391833.5057 0.309 0.700 2.3072 -3.1057
1770391833.5111 0.308 0.701 2.3107 -3.1057
1770391833.5157 0.308 0.701 2.3107 -3.1054
